"tramite_tipo","tramite_fecha","fecha_inscripcion_inicial","registro_seccional_codigo","registro_seccional_descripcion","registro_seccional_provincia","automotor_origen","automotor_anio_modelo","automotor_tipo_codigo","automotor_tipo_descripcion","automotor_marca_codigo","automotor_marca_descripcion","automotor_modelo_codigo","automotor_modelo_descripcion","automotor_uso_codigo","automotor_uso_descripcion","titular_tipo_persona","titular_domicilio_localidad","titular_domicilio_provincia","titular_genero","titular_anio_nacimiento","titular_pais_nacimiento","titular_porcentaje_titularidad","titular_domicilio_provincia_id","titular_pais_nacimiento_id"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2017-09-27",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2017","22","FURGON","34","PEUGEOT","KG","PARTNER CONFORT 1.6 HDI","1","Privado","Jurídica","RAFAEL CALZADA","BUENOS AIRES","No aplica","1996","No aplica",100,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","2017-01-03",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2017","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","577","GOL TREND 1.6 MSI","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","Masculino","1988","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","2010-11-25",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PTAS","136","VOLKSWAGEN","413","GOL TREND 1.6","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","No identificado","1975","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","1998-06-23",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","1998","17","CHASIS C/CABINA CARR SAIDER","092","MERCEDES BENZ","162","LO-814","1","Privado","Física","JOSÉ MÁRMOL","BUENOS AIRES","Masculino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","1993-10-06",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1993","17","SEDAN 5 PTAS","19","FORD","41","ESCORT GHIA SX","1","Privado","Física","ADROGUÉ","BUENOS AIRES","Masculino","1965","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","1996-06-24",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1996","12","SEDAN 4 PTAS","17","FIAT","79","DUNA CS DA","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","No identificado","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","2017-10-23",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2017","81","PICK-UP CABINA Y MEDIA","136","VOLKSWAGEN","307","SAVEIRO 1.6","1","Privado","Física","JOSÉ MÁRMOL","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","2005-04-22",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","2005","05","SEDAN 5 PTAS","136","VOLKSWAGEN","348","FOX 1.6 /2005.-","1","Privado","Física","RAFAEL CALZADA","BUENOS AIRES","No identificado","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","1993-06-02",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","1993","17","SEDAN 5 PTAS","37","RENAULT","20","RENAULT 11 TS","1","Privado","Física","CLAYPOLE","BUENOS AIRES","Masculino","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","1997-11-07",1001,"ADROGUE Nº 1","Buenos Aires","Protocolo 21","1997","22","SEDAN 3 PUERTAS","136","VOLKSWAGEN","202","GOL GL 1.6 MI","1","Privado","Física","ADROGUE","BUENOS AIRES","No identificado","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2011-12-16",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2011","12","SEDAN 4 PTAS","17","FIAT","AV","SIENA ATTRACTIVE 1.4 BE","1","Privado","Física","SAN JOSE","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-31","2006-09-21",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2006","12","SEDAN 4 PTAS","37","RENAULT","PY","MEGANE TRI AUTHENTIQUE 1.6+PACK","1","Privado","Física","ALTE.BROWN","BUENOS AIRES","No identificado","1945","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-31","2005-03-11",1001,"ADROGUE Nº 1","Buenos Aires","Nacional","2005","12","SEDAN 4 PUERTAS","08","CHEVROLET","BD","CORSA CLASSIC 4P SUPER 1.6N","1","Privado","Física","LONGCHAMPS","BUENOS AIRES","Masculino","1994","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","1998-05-11",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","1995","12","SEDAN 4 PUERTAS","17","FIAT","63","UNO SCV-5P/SCR 5P","1","Privado","Física","WILDE-(BS.AS)","BUENOS AIRES","Femenino","1971","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2002-04-30",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2002","22","FURGON","37","RENAULT","DJ","TRAFIC LARGO DIE. DA (F8Q)","1","Privado","Física","WILDE-AVELLANEDA","BUENOS AIRES","No identificado","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","1998-05-21",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","1998","22","SEDAN 3 PTAS","136","VOLKSWAGEN","202","GOL GL 1.6 MI","1","Privado","Física","WILDE AVELLANEDA","BUENOS AIRES","No identificado","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","1990-04-05",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","1990","11","SEDAN 2 PUERTAS","17","FIAT","50","SPAZIO TR","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","Masculino","1942","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2012-09-13",1004,"AVELLANEDA Nº 1","Buenos Aires","Importado","2012","13","FURGON C/ASIENTOS","044","FIAT","759","FIORINO QUBO 1.4 8V DYNAMIC","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-10","2017-04-06",1004,"AVELLANEDA Nº 1","Buenos Aires","Importado","2017","02","SEDAN 4 PUERTAS","047","FORD","A37","FIESTA 1.6L S PLUS","1","Privado","Física","VILLA DOMÍNICO","BUENOS AIRES","Femenino","1977","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-10","1998-09-15",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","1998","12","SEDAN 4 PTAS","53","VOLKSWAGEN","16","POLO CLASSIC 1.8 MI","1","Privado","Física","ADROGUÉ","BUENOS AIRES","Femenino","1998","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","2008-09-29",1004,"AVELLANEDA Nº 1","Buenos Aires","Importado","2008","02","SEDAN 4 PTAS","102","NISSAN","503","TIIDA 1.8 6MT VISIA","1","Privado","Física","SARANDÍ","BUENOS AIRES","Masculino","1993","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","2010-11-24",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2010","02","SEDAN 4 PTAS","112","RENAULT","772","LOGAN PH2 PACK 1.6 8V","1","Privado","Física","SARANDI","BUENOS AIRES","Femenino","1969","CHILE",100,"06","CHL"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","2001-08-03",1004,"AVELLANEDA Nº 1","Buenos Aires","Importado","2000","","SEMIRREMOLQUE","","AST-PRA","","3 EJES","1","Privado","Física","SARANDI","BUENOS AIRES","Masculino","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","2015-09-30",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2015","14","RURAL 4/5 PUERTAS","68","TOYOTA","89","SW4 4X2 SRV 2.7 VVTI 4AT CUERO 7 PAX - C4","1","Privado","Física","WILDE","BUENOS AIRES","No identificado","1966","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","2011-12-13",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2011","02","SEDAN 4 PTAS","024","CHEVROLET","536","CLASSIC AA+DIR 1.4 N LS","1","Privado","Física","SARANDI - AVELLANEDA","BUENOS AIRES","Masculino","1983","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-29","2016-09-14",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2016","17","SEDAN 5 PUERTAS","34","PEUGEOT","NE","308 ALLURE PLUS 2.0","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2010-09-20",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","2010","22","FURGON","29","MERCEDES BENZ","AV","SPRINTER 313 CDI/F 3550","1","Privado","Física","AVELLANEDA","BUENOS AIRES","No identificado","1960","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","2012-06-04",1004,"AVELLANEDA Nº 1","Buenos Aires","Protocolo 21","2012","05","SEDAN 5 PTAS","136","VOLKSWAGEN","359","CROSSFOX 1.6","1","Privado","Física","SARANDI","BUENOS AIRES","No identificado","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-31","2002-03-12",1004,"AVELLANEDA Nº 1","Buenos Aires","Nacional","","17","SEDAN 5 PUERTAS","53","VOLKSWAGEN","EY","GOL 1.9 SD 5P (0211) 203","1","Privado","Física","V. DOMINICO - AVELLANEDA - BS. AS.","BUENOS AIRES","No identificado","1952","No identificado",50,"06",""
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","2014-02-28",1005,"AVELLANEDA Nº 2","Buenos Aires","Importado","2014","05","SEDAN 5 PUERTAS","047","FORD","A34","FIESTA 1.6L TITANIUM","1","Privado","Física","V. DOMINICO","BUENOS AIRES","Masculino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","2012-04-25",1005,"AVELLANEDA Nº 2","Buenos Aires","Nacional","2012","12","SEDAN 4 PTAS","34","PEUGEOT","LE","408 SPORT 163 CV","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","No identificado","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2014-08-28",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2014","02","SEDAN 4 PUERTAS","024","CHEVROLET","614","PRISMA 1.4 N LT","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","Femenino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2013-07-23",1005,"AVELLANEDA Nº 2","Buenos Aires","Importado","2013","05","SEDAN 5 PUERTAS","047","FORD","957","FIESTA KINETIC DESIGN H.TREND","1","Privado","Física","SARANDÍ","BUENOS AIRES","No identificado","1973","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2015-07-24",1005,"AVELLANEDA Nº 2","Buenos Aires","Importado","2015","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","545","GOLF 1.6L","1","Privado","Física","VILLA DOMÍNICO","BUENOS AIRES","No identificado","1992","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-11","2015-05-05",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2015","05","SEDAN 5 PUERTAS","104","PEUGEOT","710","208 ACTIVE 1.5 N","1","Privado","Física","VILLA DOMÍNICO","BUENOS AIRES","Femenino","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","2013-08-07",1005,"AVELLANEDA Nº 2","Buenos Aires","Protocolo 21","2013","04","RURAL 5 PTAS","047","FORD","998","ECOSPORT SE 1.6L MT N","1","Privado","Física","VILLA DOMINICO","BUENOS AIRES","Femenino","1968","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","2004-03-11",1005,"AVELLANEDA Nº 2","Buenos Aires","Nacional","2004","17","SEDAN 5 PTAS","37","RENAULT","LY","CLIO 2 F2 RN DIE EXPRESION","1","Privado","Física","GERLI","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-26","2018-09-12",1005,"AVELLANEDA Nº 2","Buenos Aires","Nacional","2018","22","FURGON","37","RENAULT","3K","KANGOO II EXPRESS EMOTION 5A 1.6 SCE","1","Privado","Física","WILDE","BUENOS AIRES","Masculino","1972","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","1995-01-17",1010,"BALCARCE","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","37","RENAULT","AB","RENAULT 9 RL","1","Privado","Física","BALCARCE","BUENOS AIRES","Femenino","1995","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","1997-04-18",1010,"BALCARCE","Buenos Aires","Nacional","1997","12","SEDAN 4 PTAS","17","FIAT","06","DUNA CSAA","1","Privado","Física","BALCARCE","BUENOS AIRES","Masculino","1952","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","1993-02-16",1012,"BOLIVAR","Buenos Aires","Importado","1993","","SEDAN 4 PUERTAS","","FORD","","GALAXY 2.0 L GHIA","1","Privado","Física","BOLIVAR","BUENOS AIRES","Femenino","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","1997-10-24",1013,"BRAGADO","Buenos Aires","Importado","1997","02","SEDAN 4 PTAS","","CHEVROLET","","CORSA GL 1.6 M.P.F.I.","1","Privado","Física","BRAGADO","BUENOS AIRES","No identificado","1962","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","1993-10-14",1013,"BRAGADO","Buenos Aires","Importado","1993","","SEDAN 4 PTAS","047","FORD","","GALAXY 2.0 L GHIA","1","Privado","Física","BRAGADO","BUENOS AIRES","Masculino","1953","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","1995-07-11",1014,"BRANDSEN","Buenos Aires","Nacional","1995","12","SEDAN 4 PTAS","37","RENAULT","00","RENAULT 9 RL","1","Privado","Física","GOMEZ DE LA VEGA","BUENOS AIRES","No identificado","1998","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","1999-11-05",1014,"BRANDSEN","Buenos Aires","Nacional","1999","22","FURGON","37","RENAULT","EF","KANGOO RL EXPR.  DIE DA","1","Privado","Física","BRANDSEN","BUENOS AIRES","Masculino","1981","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-30","1993-02-01",1014,"BRANDSEN","Buenos Aires","Nacional","1993","20","PICK-UP","19","FORD","15","F-100 NAFTA","1","Privado","Física","BRANDSEN","BUENOS AIRES","No identificado","1955","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","2017-03-27",1015,"CARHUE","Buenos Aires","Importado","2017","02","SEDAN 4 PUERTAS","027","CITROEN","416","C-ELYSEE VTI 115 FEEL","1","Privado","Física","CARHUE","BUENOS AIRES","Masculino","1945","ARGENTINA",100,"06","ARG"
"COMUNICACIÓN DE RECUPERO","2021-03-03","2002-02-18",1018,"CARMEN DE PATAGONES","Buenos Aires","Protocolo 21","2002","05","SEDAN 5 PUERTAS","044","FIAT","487","UNO S 1.3","1","Privado","Física","CARMEN  DE PATAGONES","BUENOS AIRES","Masculino","1974","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","2018-11-13",1025,"CHASCOMUS","Buenos Aires","Protocolo 21","2018","05","SEDAN 5 PUERTAS","136","VOLKSWAGEN","577","GOL TREND 1.6 MSI","1","Privado","Física","CHASCOMUS - BUENOS AIRES","BUENOS AIRES","Masculino","1980","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-05","2013-08-02",1025,"CHASCOMUS","Buenos Aires","Nacional","2013","20","PICK-UP","68","TOYOTA","24","HILUX 4X2 CABINA DOBLE SRV 3.0 TDI","1","Privado","Física","CHASCOMUS","BUENOS AIRES","Femenino","1979","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2012-09-12",1028,"DOLORES","Buenos Aires","Nacional","2012","30","ACOPLADO","99","CORMETAL","AC","AC-3-9400-CH90G","1","Privado","Física","CASTELLI","BUENOS AIRES","Femenino","1940","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-01","2000-01-03",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2000","05","SEDAN 5 PTAS","092","MERCEDES BENZ","650","A160 CLASSIC","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Femenino","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2011-03-30",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2011","17","SEDAN 5 PTAS","34","PEUGEOT","JX","207 COMPACT XS 1.6 5P","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Femenino","1958","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-03","1998-03-24",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","1998","22","SEDAN 3 PUERTAS","044","FIAT","407","PALIO 16V MPI","1","Privado","Física","LUIS GUILLÓN","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","1993-01-07",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1993","12","SEDAN 4 PTAS","37","RENAULT","78","RENAULT 12 TL","1","Privado","Física","LUIS GUILLON PDO. E. ECHEVERRIA","BUENOS AIRES","No identificado","1982","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-04","1996-05-31",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Importado","1996","13","FURGON","104","PEUGEOT","011","BOXER 320M TURBO DIESEL","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1946","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","2010-11-17",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2010","05","SEDAN 5 PTAS","024","CHEVROLET","451","MERIVA GLS EASYTRONIC 1.8 SOHC","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","No identificado","1980","ARGENTINA",50,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","1994-09-05",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Importado","1994","05","SEDAN 4 PUERTAS","044","FIAT","087","TIPO SX 1.6","1","Privado","Física","LUIS GUILLON","BUENOS AIRES","No identificado","1985","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-09","2013-06-17",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2013","17","SEDAN 5 PUERTAS","34","PEUGEOT","LZ","207 COMPACT ACTIVE 1.4 N 5P","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1991","PARAGUAY",100,"06","PRY"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-10","2004-10-21",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2004","18","SEDAN 3 PTAS","08","CHEVROLET","AM","CORSA CLASSIC 3P BASE 1.6N","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","No identificado","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-10","2005-01-03",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2005","18","SEDAN 3 PTAS","34","PEUGEOT","CN","206 XRD PREMIUM 3P","1","Privado","Física","LUIS GUILLON","BUENOS AIRES","Masculino","1991","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","2005-07-13",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","2005","17","SEDAN 5 PTAS","34","PEUGEOT","EG","206 XRD CONFORT 5P","1","Privado","Física","LUIS GUILLON PDO. E.ECHEVERRIA","BUENOS AIRES","No identificado","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","2014-10-28",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2014","04","RURAL 5 PUERTAS","112","RENAULT","929","DUSTER CONFORT 1.6 4X2 ABS","1","Privado","Física","LUIS GUILLON","BUENOS AIRES","Femenino","1952","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-15","2013-08-13",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2013","02","SEDAN 4 PUERTAS","104","PEUGEOT","669","207 COMPACT ALLURE 1.4 HDI","1","Privado","Física","EL JAGÜEL","BUENOS AIRES","No identificado","1970","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-16","1997-04-17",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1997","12","SEDAN 4 PTAS","53","VOLKSWAGEN","15","POLO CLASSIC 1.6 NAFTA","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","No identificado","1978","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","1996-10-03",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1996","11","SEDAN 2 PTAS","17","FIAT","01","UNO CS (3P)","1","Privado","Física","NUEVE DE ABRIL","BUENOS AIRES","Masculino","1989","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-22","1993-06-18",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Nacional","1993","12","SEDAN 4 PUERTAS","37","RENAULT","81","RENAULT 12 TL M 1.6","1","Privado","Física","MONTE GRANDE","BUENOS AIRES","Masculino","1948","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-25","2008-12-17",1029,"ESTEBAN ECHEVERRIA Nº 1","Buenos Aires","Protocolo 21","2008","05","SEDAN 5 PTAS","112","RENAULT","677","SANDERO 1.6 16V CONFORT","1","Privado","Física","LUIS GUILLON","BUENOS AIRES","No identificado","2000","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-02","2013-10-23",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Nacional","2013","12","SEDAN 4 PUERTAS","08","CHEVROLET","DS","CLASSIC 4P LT PACK 1.4N","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1984","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-08","1994-05-04",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Nacional","1994","12","SEDAN 4 PTAS","34","PEUGEOT","03","504XS TF","1","Privado","Física","FCIO VARELA","BUENOS AIRES","No identificado","1949","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-12","1998-03-31",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Nacional","1998","12","SEDAN 4 PTAS","17","FIAT","30","SIENA ELD 4P","1","Privado","Física","FCIO VARELA","BUENOS AIRES","No identificado","1996","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-17","1995-08-04",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Nacional","1995","12","SEDAN 4 PUERTAS","37","RENAULT","AB","9 RL","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1954","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-18","2004-12-17",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Protocolo 21","2004","05","SEDAN 5 PTAS","136","VOLKSWAGEN","274","GOL 1.6","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","Masculino","1957","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-19","1999-06-18",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Importado","1999","22","SEDAN 3 PTAS","104","PEUGEOT","370","206 XR 1.6","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","No identificado","1990","ARGENTINA",100,"06","ARG"
"DENUNCIA DE ROBO O HURTO / RETENCION INDEBIDA","2021-03-23","2012-02-29",1030,"FLORENCIO VARELA Nº 1","Buenos Aires","Nacional","2012","17","SEDAN 5 PTAS","34","PEUGEOT","JP","207 COMPACT XT 1.6 5P","1","Privado","Física","FLORENCIO VARELA","BUENOS AIRES","No identificado","1980","ARGENTINA",100,"06","ARG"
